Year,Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %
2019,180,The Peanut Butter Falcon,"$23,712,090","$20,457,151",86.3%,"$3,254,939",13.7%
2019,181,Little White Lies 2,"$23,623,665",-,-,"$23,623,665",100%
2019,182,Ossan's Love: Love or Dead,"$23,422,744",-,-,"$23,422,744",100%
2019,183,Only Cloud Knows,"$23,414,998",-,-,"$23,414,998",100%
2019,184,Dark Waters,"$23,108,017","$11,136,084",48.2%,"$11,971,933",51.8%
2019,185,The Farewell,"$23,076,657","$17,695,781",76.7%,"$5,380,876",23.3%
2019,186,The Knight of Shadows: Between Yin and Yang,"$22,936,257",-,-,"$22,936,257",100%
2019,187,Black and Blue,"$22,741,061","$22,055,313",97%,"$685,748",3%
2019,188,Late Night,"$22,386,555","$15,499,454",69.2%,"$6,887,101",30.8%
2019,189,Unplanned,"$21,585,326","$19,005,109",88%,"$2,580,217",12%
2019,190,Crazy Romance,"$21,386,368",-,-,"$21,386,368",100%
2019,191,Shaft,"$21,360,215","$21,360,215",100%,-,-
2019,192,Hotel Mumbai,"$21,314,816","$9,651,611",45.3%,"$11,663,205",54.7%
2019,193,Integrity,"$21,290,004",-,-,"$21,290,004",100%
2019,194,The Secret Mission,"$21,083,522",-,-,"$21,083,522",100%
2019,195,This Is Tomas,"$20,084,169",-,-,"$20,084,169",100%
2019,196,The Specials,"$19,363,826",-,-,"$19,363,826",100%
2019,197,Always Miss You,"$19,015,465","$91,884",0.5%,"$18,923,581",99.5%
2019,198,An Officer and a Spy,"$18,899,214",-,-,"$18,899,214",100%
2019,199,Black Christmas,"$18,755,074","$10,429,730",55.6%,"$8,100,000",43.2%
2019,200,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$18,738,951",-,-,"$18,738,951",100%
2020,1,Sonic the Hedgehog,"$465,410,606","$148,974,665",32%,"$170,741,018",36.7%
2020,2,The Eight Hundred,"$461,421,559","$372,755",<0.1%,"$461,048,804",99.9%
2020,3,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"$453,211,036","$49,505,008",10.9%,"$403,706,028",89.1%
2020,4,Bad Boys for Life,"$430,289,924","$206,305,244",47.9%,"$220,200,000",51.2%
2020,5,"My People, My Homeland","$422,390,820",-,-,"$422,390,820",100%
2020,6,Tenet,"$365,304,105","$58,504,105",16%,"$306,800,000",84%
2020,7,Dolittle,"$251,410,631","$77,047,065",30.6%,"$174,363,566",69.4%
2020,8,Jiang Ziya,"$240,646,355","$214,670",<0.1%,"$240,431,685",99.9%
2020,9,The Croods: A New Age,"$223,967,112","$58,568,815",26.2%,"$157,337,000",70.3%
2020,10,A Little Red Flower,"$216,000,000",-,-,"$216,000,000",100%
2020,11,Birds of Prey,"$205,358,461","$84,158,461",41%,"$121,200,000",59%
2020,12,Shock Wave 2,"$198,921,659",-,-,"$198,921,659",100%
2020,13,Wonder Woman 1984,"$169,601,036","$46,801,036",27.6%,"$122,800,000",72.4%
2020,14,The Sacrifice,"$161,047,608",-,-,"$161,047,608",100%
2020,15,Onward,"$146,080,183","$61,555,145",42.1%,"$80,384,897",55%
2020,16,The Invisible Man,"$144,492,724","$70,410,000",48.7%,"$74,082,724",51.3%
2020,17,Warm Hug,"$129,240,236",-,-,"$129,240,236",100%
2020,18,Soul,"$122,212,257","$946,154",0.8%,"$120,957,731",99%
2020,19,The Call of the Wild,"$115,981,226","$62,342,368",53.8%,"$48,915,510",42.2%
2020,20,Mamma Mia! 2020 Re-release,"$84,604,815",-,-,"$84,579,977",100%
2020,21,Caught in Time,"$80,543,319",-,-,"$80,543,319",100%
2020,22,Mulan,"$69,965,374",-,-,"$69,965,374",100%
2020,23,The Yin-Yang Master: Dream of Eternity,"$68,000,000",-,-,"$68,000,000",100%
2020,24,Stand by Me Doraemon 2,"$65,201,374",-,-,"$65,201,374",100%
2020,25,The Rescue,"$64,237,554","$18,797",<0.1%,"$64,218,757",100%
2020,26,Love You Forever,"$60,670,799",-,-,"$60,670,799",100%
2020,27,Greenland,"$52,624,438",-,-,"$52,300,000",99.4%
2020,28,Tolo Tolo,"$52,186,426",-,-,"$52,186,426",100%
2020,29,Vanguard,"$50,866,901","$793,525",1.6%,"$50,073,376",98.4%
2020,30,After We Collided,"$50,542,742","$2,386,483",4.7%,"$45,603,931",90.2%
2020,31,Fantasy Island,"$49,447,308","$27,309,289",55.2%,"$22,138,019",44.8%
2020,32,Trolls World Tour,"$49,276,818","$450,000",0.9%,"$48,826,818",99.1%
2020,33,The New Mutants,"$49,169,594","$23,852,659",48.5%,"$25,316,935",51.5%
2020,34,"From Today, It's My Turn: The Movie","$47,895,887",-,-,"$47,895,887",100%
2020,35,Tanhaji: The Unsung Warrior,"$45,221,814",-,-,"$45,221,814",100%
2020,36,Unhinged,"$44,331,465","$20,831,465",47%,"$23,500,000",53%
2020,37,The End of Endless Love,"$43,950,000",-,-,"$43,950,000",100%
2020,38,The War with Grandpa,"$43,387,638","$21,277,892",49%,"$22,109,746",51%
2020,39,Peninsula,"$42,698,327","$1,231,407",2.9%,"$41,466,920",97.1%
2020,40,Monster Hunter,"$42,602,293","$15,162,470",35.6%,"$26,983,489",63.3%
2020,41,Underwater,"$41,606,624","$17,291,078",41.6%,"$23,591,850",56.7%
2020,42,Bloodshot,"$39,861,118","$12,561,824",31.5%,"$27,299,294",68.5%
2020,43,Sarileru Neekevvaru,"$37,389,889","$821,000",2.2%,"$36,568,889",97.8%
2020,44,The Untold Tale of the Three Kingdoms,"$36,747,486",-,-,"$36,747,486",100%
2020,45,The Confidence Man JP: Princess,"$36,109,913",-,-,"$36,109,913",100%
2020,46,The Man Standing Next,"$34,664,900","$113,527",0.3%,"$34,551,373",99.7%
2020,47,My Mom is a Character 3,"$34,360,029",-,-,"$34,360,029",100%
2020,48,Doraemon the Movie: Nobita's New Dinosaur,"$34,218,525",-,-,"$34,218,525",100%
2020,49,Deliver Us from Evil,"$33,718,703",-,-,"$33,718,703",100%
2020,50,Harry Potter and the Sorcerer's Stone 2020 Re-release,"$31,503,136",-,-,"$31,501,815",100%
2020,51,Honest Thief,"$31,220,247","$14,163,574",45.4%,"$17,056,673",54.6%
2020,52,Like a Boss,"$30,413,500","$22,169,514",72.9%,"$8,229,976",27.1%
2020,53,The Witches,"$29,303,571","$203,571",0.7%,"$29,100,000",99.3%
2020,54,Bath Buddy,"$28,700,000",-,-,"$28,700,000",100%
2020,55,Scoob!,"$28,588,425","$2,188,425",7.7%,"$26,400,000",92.3%
2020,56,Ala Vaikunthapurramuloo,"$28,477,890",-,-,"$28,477,890",100%
2020,57,Emma.,"$26,856,728","$10,055,355",37.4%,"$16,349,305",60.9%
2020,58,Leap,"$25,818,882","$83,074",0.3%,"$25,735,808",99.7%
2020,59,Gravity 2020 Re-release,"$24,857,278",-,-,"$24,857,244",100%
2020,60,The Father,"$24,048,935","$2,122,771",8.8%,"$21,920,547",91.1%
2020,61,Poupelle of Chimney Town,"$22,715,146",-,-,"$22,715,146",100%
2020,62,Gretel & Hansel,"$22,304,357","$15,347,654",68.8%,"$6,956,703",31.2%
2020,63,Moana 2020 Re-release,"$21,737,046",-,-,"$21,736,672",100%
2020,64,Stigmatized Properties,"$21,276,720",-,-,"$21,276,720",100%
2020,65,Brahms: The Boy II,"$21,193,022","$12,611,536",59.5%,"$7,700,000",36.3%
2020,66,Pokémon the Movie: Secrets of the Jungle,"$21,097,921",-,-,"$21,097,921",100%
2020,67,The Photograph,"$20,740,779","$20,578,185",99.2%,"$112,594",0.5%
2020,68,Threads - Our Tapestry of Love,"$20,474,270",-,-,"$20,474,270",100%
2020,69,Promising Young Woman,"$20,379,604","$6,460,965",31.7%,"$12,393,201",60.8%
2020,70,Violet Evergarden: The Movie,"$20,339,624",-,-,"$20,339,624",100%
2020,71,Interstellar 2020 Re-release,"$19,990,000",-,-,"$19,990,000",100%
2020,72,Ice 2,"$19,788,995",-,-,"$19,788,995",100%
2020,73,Soul Snatcher,"$19,561,221",-,-,"$19,561,221",100%
2020,74,The Turning,"$19,428,166","$15,472,775",79.6%,"$3,955,391",20.4%
2020,75,Fate/stay night [Heaven's Feel] III. spring song,"$19,252,497","$200,000",1%,"$19,052,497",99%
2020,76,Takizawa Enbujo Zero,"$18,091,395",-,-,"$18,091,395",100%
2020,77,Freaky,"$18,073,433","$9,030,855",50%,"$9,042,578",50%
2020,78,The Promised Neverland,"$17,710,977",-,-,"$17,710,977",100%
2020,79,Kaiji: Final Game,"$17,645,779",-,-,"$17,645,779",100%
2020,80,Hitman: Agent Jun,"$17,601,351",-,-,"$17,601,351",100%
2020,81,Digimon Adventure: Last Evolution Kizuna,"$17,361,009",-,-,"$17,361,009",100%
2020,82,Bye Bye Morons,"$16,955,924",-,-,"$16,955,924",100%
2020,83,Baaghi 3,"$16,726,510","$721,439",4.3%,"$16,005,071",95.7%
2020,84,I Still Believe,"$16,069,730","$9,868,521",61.4%,"$6,201,209",38.6%
2020,85,The Way Back,"$15,490,514","$13,590,514",87.7%,"$1,900,000",12.3%
2020,86,Father There is Only One 2,"$15,373,181",-,-,"$15,373,181",100%
2020,87,The Personal History of David Copperfield,"$14,399,270","$1,876,298",13%,"$12,522,972",87%
2020,88,Nightlife,"$14,308,789",-,-,"$14,308,789",100%
2020,89,Pawn,"$14,193,957",-,-,"$14,193,957",100%
2020,90,The Post 2020 Re-release,"$13,995,207",-,-,"$13,995,207",100%
2020,91,#Alive,"$13,432,212",-,-,"$13,432,212",100%
2020,92,Howling Village,"$13,394,556",-,-,"$13,394,556",100%
2020,93,Come Play,"$13,182,254","$10,475,990",79.5%,"$2,706,264",20.5%
2020,94,Samjin Company English Class,"$12,761,386",-,-,"$12,761,386",100%
2020,95,Another Round,"$12,745,392",-,-,"$12,742,455",100%
2020,96,News of the World,"$12,668,325","$12,668,325",100%,-,-
2020,97,Collectors,"$12,640,113",-,-,"$12,640,113",100%
2020,98,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,"$12,221,804",-,-,"$12,221,804",100%
2020,99,Ducobu 3,"$12,157,793",-,-,"$12,157,793",100%
2020,100,The Asadas,"$11,888,743",-,-,"$11,888,743",100%
2020,101,Wotakoi: Love Is Hard for Otaku,"$11,702,371",-,-,"$11,702,371",100%
2020,102,My Spy,"$11,576,884",-,-,"$10,200,000",88.1%
2020,103,The Hunt,"$11,071,980","$5,812,500",52.5%,"$4,737,850",42.8%
2020,104,30 jours max,"$11,007,713",-,-,"$11,007,713",100%
2020,105,Bigfoot Family,"$10,987,975",-,-,"$10,987,975",100%
2020,106,The Voice of Sin,"$10,983,063",-,-,"$10,983,063",100%
2020,107,Two by Two: Overboard!,"$10,885,076",-,-,"$10,885,076",100%
2020,108,Let Him Go,"$10,837,533","$9,358,025",86.3%,"$1,477,661",13.6%
2020,109,One Second,"$10,791,301",-,-,"$10,791,301",100%
2020,110,Me contro Te - Il film: La vendetta del Signor S,"$10,779,891",-,-,"$10,779,891",100%
2020,111,Impractical Jokers: The Movie,"$10,691,091","$10,691,091",100%,-,-
2020,112,Honest Candidate,"$10,597,464",-,-,"$10,597,464",100%
2020,113,Inception 10th Anniversary re-release,"$10,441,976",-,-,"$9,581,100",91.8%
2020,114,Street Dancer 3D,"$10,339,127",-,-,"$10,339,127",100%
2020,115,100% Wolf,"$9,766,489","$658,764",6.7%,"$9,107,725",93.3%
2020,116,Stolen Identity 2,"$9,687,188",-,-,"$9,687,188",100%
2020,117,10 Days with Dad,"$9,479,453","$2,359",<0.1%,"$9,469,718",99.9%
2020,118,Secret Zoo,"$9,471,940",-,-,"$9,471,940",100%
2020,119,365 Days,"$9,458,590",-,-,"$9,458,590",100%
2020,120,Okay Madam,"$9,433,525",-,-,"$9,433,525",100%
2020,121,L'appel de la forêt,"$9,317,347",-,-,"$9,317,347",100%
2020,122,The Closet,"$9,039,424",-,-,"$9,039,424",100%
2020,123,Malasaña 32,"$8,968,845",-,-,"$8,968,845",100%
2020,124,Break the Silence: The Movie,"$8,954,345",-,-,"$8,954,345",100%
2020,125,I Hate Summer,"$8,926,071",-,-,"$8,926,071",100%
2020,126,Downhill,"$8,899,195","$8,287,061",93.1%,"$612,134",6.9%
2020,127,Les blagues de Toto,"$8,859,185",-,-,"$8,859,185",100%
2020,128,The Secret Garden,"$8,721,243",-,-,"$8,721,243",100%
2020,129,War of the Eltis,"$8,613,864",-,-,"$8,613,864",100%
2020,130,Malang,"$8,399,765",-,-,"$8,399,765",100%
2020,131,Your Eyes Tell,"$8,020,474",-,-,"$8,020,474",100%
2020,132,"My Donkey, My Lover & I","$7,974,769","$152,184",1.9%,"$7,821,615",98.1%
2020,133,AI Amok,"$7,932,191",-,-,"$7,932,191",100%
2020,134,Antebellum,"$7,903,275",-,-,"$7,792,716",98.6%
2020,135,The Lost Prince,"$7,841,131",-,-,"$7,837,980",100%
2020,136,The Marriage Escape,"$7,760,946",-,-,"$7,760,946",100%
2020,137,Spirited Away Studio Ghibli Fest 2020,"$7,732,697",-,-,"$7,732,435",100%
2020,138,Princess Mononoke Studio Ghibli Fest 2020,"$7,673,800",-,-,"$7,673,207",100%
2020,139,The Heist of the Century,"$7,627,100",-,-,"$7,627,100",100%
2020,140,De Gaulle,"$7,501,454",-,-,"$7,501,454",100%
2020,141,Fukushima 50,"$7,494,243",-,-,"$7,494,243",100%
2020,142,The Best Years,"$7,355,020",-,-,"$7,355,020",100%
2020,143,Mamma Mia! Here We Go Again 2020 Re-release,"$7,225,624",-,-,"$7,220,137",99.9%
2020,144,Bohemian Rhapsody 2020 Re-release,"$7,158,262","$240,000",3.4%,"$6,914,052",96.6%
2020,145,The (UN)perfect Guy,"$7,154,649",-,-,"$7,154,649",100%
2020,146,Spycies,"$7,128,952",-,-,"$7,128,952",100%
2020,147,Back to the Wharf,"$7,090,000",-,-,"$7,090,000",100%
2020,148,Adu,"$7,085,946",-,-,"$7,085,946",100%
2020,149,Fatale,"$7,031,289","$6,306,897",89.7%,"$724,392",10.3%
2020,150,Dragon Rider,"$6,977,378",-,-,"$6,977,378",100%
2020,151,Jim Button and the Wild 13,"$6,933,267",-,-,"$6,933,267",100%
2020,152,Psy 3: W imie zasad,"$6,725,146",-,-,"$6,725,146",100%
2020,153,Blood Moon Party,"$6,709,383",-,-,"$6,709,383",100%
2020,154,Innocence,"$6,688,330",-,-,"$6,659,968",99.6%
2020,155,Shubh Mangal Zyada Saavdhan,"$6,574,905",-,-,"$6,574,905",100%
2020,156,Chhapaak,"$6,532,100","$604,334",9.3%,"$5,927,766",90.7%
2020,157,"Love Me, Love Me Not","$6,494,241",-,-,"$6,494,241",100%
2020,158,Hammamet,"$6,434,874",-,-,"$6,434,874",100%
2020,159,Lindenberg! Mach dein Ding,"$6,404,964",-,-,"$6,404,964",100%
2020,160,Midnight Swan,"$6,397,065",-,-,"$6,397,065",100%
2020,161,Nausicaä of the Valley of the Wind 2020 Re-release,"$6,395,525",-,-,"$6,395,525",100%
2020,162,Simply Black,"$6,323,750",-,-,"$6,323,750",100%
2020,163,My Boyfriend's Meds,"$6,292,780","$2,971,116",47.2%,"$3,321,664",52.8%
2020,164,Bill & Ted Face the Music,"$6,274,027","$3,439,660",54.8%,"$2,834,367",45.2%
2020,165,Hotel Belgrade,"$6,189,882",-,-,"$6,189,882",100%
2020,166,How to Be a Good Wife,"$6,033,430",-,-,"$6,033,430",100%
2020,167,The Legacy Of Dr. Death: Black File,"$6,024,046",-,-,"$6,024,046",100%
2020,168,A Piece of Cake,"$6,008,448",-,-,"$6,008,448",100%
2020,169,The Rhythm Section,"$5,989,583","$5,437,971",90.8%,"$551,612",9.2%
2020,170,How I Became a Gangster,"$5,975,729",-,-,"$5,975,729",100%
2020,171,The Innocent,"$5,929,392","$22,549",0.4%,"$5,906,843",99.6%
2020,172,Twiceborn,"$5,880,157","$11,527",0.2%,"$5,868,630",99.8%
2020,173,The Royal Bride,"$5,830,719",-,-,"$5,830,719",100%
2020,174,Beasts Clawing at Straws,"$5,796,059",-,-,"$5,796,059",100%
2020,175,The Lion King 2020 Re-release,"$5,773,266",-,-,"$5,773,266",100%
2020,176,Last Letter,"$5,663,972",-,-,"$5,663,972",100%
2020,177,Yowamushi Pedal: The Movie 2020 Re-release,"$5,624,218",-,-,"$5,624,218",100%
2020,178,Hocus Pocus 2020 Re-release,"$5,609,193","$4,828,000",86.1%,"$781,193",13.9%
2020,179,Klassikokkutulek 2: Pulmad ja matused,"$5,543,147",-,-,"$5,543,147",100%
2020,180,Mama Weed,"$5,461,144","$29,151",0.5%,"$5,431,993",99.5%
2020,181,Divorce Club,"$5,316,313",-,-,"$5,316,313",100%
2020,182,Cats & Dogs 3: Paws Unite,"$5,300,000",-,-,"$5,300,000",100%
2020,183,Cindy La Regia,"$5,222,322",-,-,"$5,222,322",100%
2020,184,Run,"$5,184,368",-,-,"$5,184,368",100%
2020,185,Love Aaj Kal,"$5,120,794",-,-,"$5,120,794",100%
2020,186,Masked Ward,"$5,107,013",-,-,"$5,107,013",100%
2020,187,Ayyappanum Koshiyum,"$5,088,713",-,-,"$5,088,713",100%
2020,188,Baba Parasi,"$5,084,342",-,-,"$5,084,342",100%
2020,189,Die Känguru-Chroniken,"$5,081,127",-,-,"$5,081,127",100%
2020,190,The Real Exorcist,"$5,035,830",-,-,"$5,035,830",100%
2020,191,Mayday,"$5,011,408",-,-,"$5,011,408",100%
2020,192,Bheeshma,"$4,997,080",-,-,"$4,997,080",100%
2020,193,Made in Abyss: Dawn of the Deep Soul,"$4,971,635",-,-,"$4,971,635",100%
2020,194,Godai - The Wunderkind,"$4,948,225",-,-,"$4,948,225",100%
2020,195,Military Wives,"$4,890,505",-,-,"$4,890,505",100%
2020,196,Panga,"$4,886,124","$582,720",11.9%,"$4,303,404",88.1%
2020,197,The Tales for Old and Young,"$4,853,143",-,-,"$4,853,143",100%
2020,198,Streltsov,"$4,850,073",-,-,"$4,850,073",100%
2020,199,Persian Lessons,"$4,849,240",-,-,"$4,849,240",100%
2020,200,The SpongeBob Movie: Sponge on the Run,"$4,810,790","$4,810,790",100%,-,-
2021,1,Spider-Man: No Way Home,"$1,912,233,593","$804,793,477",42.1%,"$1,107,440,116",57.9%
2021,2,The Battle at Lake Changjin,"$902,548,476","$342,411",<0.1%,"$902,206,065",100%
2021,3,"Hi, Mom","$822,009,764",-,-,"$822,009,764",100%
2021,4,No Time to Die,"$785,968,497","$160,891,007",20.5%,"$613,262,000",78%
2021,5,F9: The Fast Saga,"$726,662,032","$173,005,945",23.8%,"$553,223,556",76.1%
2021,6,Detective Chinatown 3,"$686,257,563",-,-,"$686,257,563",100%
2021,7,Venom: Let There Be Carnage,"$506,863,592","$213,550,366",42.1%,"$293,313,226",57.9%
2021,8,Godzilla vs. Kong,"$470,116,094","$100,916,094",21.5%,"$369,200,000",78.5%
2021,9,Shang-Chi and the Legend of the Ten Rings,"$432,243,292","$224,543,292",51.9%,"$207,700,000",48.1%
2021,10,Sing 2,"$412,805,653","$162,790,990",39.4%,"$245,611,695",59.5%
2021,11,Eternals,"$402,064,899","$164,870,234",41%,"$237,194,665",59%
2021,12,Dune,"$402,027,830","$108,327,830",26.9%,"$293,700,000",73.1%
2021,13,Black Widow,"$379,751,655","$183,651,655",48.4%,"$196,100,000",51.6%
2021,14,Free Guy,"$331,526,598","$121,626,598",36.7%,"$209,900,000",63.3%
2021,15,A Quiet Place Part II,"$297,372,261","$160,072,261",53.8%,"$137,300,000",46.2%
2021,16,Encanto,"$256,786,742","$96,093,622",37.4%,"$160,693,120",62.6%
2021,17,Cruella,"$233,503,234","$86,103,234",36.9%,"$147,400,000",63.1%
2021,18,"My Country, My Parents","$221,831,086","$177,133",<0.1%,"$221,653,953",99.9%
2021,19,Jungle Cruise,"$220,889,446","$116,987,516",53%,"$103,901,930",47%
2021,20,The Conjuring: The Devil Made Me Do It,"$206,431,050","$65,631,050",31.8%,"$140,800,000",68.2%
2021,21,Raging Fire,"$205,842,393","$385,305",0.2%,"$205,457,088",99.8%
2021,22,Ghostbusters: Afterlife,"$204,334,455","$129,360,575",63.3%,"$74,973,880",36.7%
2021,23,Chinese Doctors,"$197,143,218",-,-,"$197,143,218",100%
2021,24,Cliff Walkers,"$181,325,565","$152,972",<0.1%,"$181,172,593",99.9%
2021,25,The Suicide Squad,"$168,717,425","$55,817,425",33.1%,"$112,900,000",66.9%
2021,26,Jujutsu Kaisen 0,"$166,760,828","$34,542,754",20.7%,"$132,218,074",79.3%
2021,27,House of Gucci,"$166,206,465","$53,809,574",32.4%,"$99,459,587",59.8%
2021,28,Space Jam: A New Legacy,"$163,692,228","$70,592,228",43.1%,"$93,100,000",56.9%
2021,29,The Boss Baby 2: Family Business,"$160,086,339","$57,300,280",35.8%,"$89,445,000",55.9%
2021,30,The Matrix Resurrections,"$157,386,805","$37,686,805",23.9%,"$119,700,000",76.1%
2021,31,Peter Rabbit 2: The Runaway,"$155,529,154","$40,501,717",26%,"$113,400,000",72.9%
2021,32,A Writer's Odyssey,"$150,123,320","$160,013",0.1%,"$149,963,307",99.9%
2021,33,PAW Patrol: The Movie,"$144,327,371","$40,127,371",27.8%,"$104,200,000",72.2%
2021,34,Tom & Jerry,"$136,536,687","$46,536,687",34.1%,"$90,000,000",65.9%
2021,35,Halloween Kills,"$132,515,273","$92,002,155",69.4%,"$39,645,000",29.9%
2021,36,Be Somebody,"$132,326,332",-,-,"$132,326,332",100%
2021,37,Raya and the Last Dragon,"$130,423,032","$54,723,032",42%,"$75,700,000",58%
2021,38,Sister,"$128,317,206",-,-,"$128,317,206",100%
2021,39,The King's Man,"$125,901,566","$37,176,373",29.5%,"$88,721,105",70.5%
2021,40,The Addams Family 2,"$120,735,429","$56,489,153",46.8%,"$63,326,000",52.5%
2021,41,My Love,"$116,720,921","$86,252",<0.1%,"$116,634,669",99.9%
2021,42,Clifford the Big Red Dog,"$107,347,356","$48,947,356",45.6%,"$58,400,000",54.4%
2021,43,Wrath of Man,"$106,353,231","$27,466,489",25.8%,"$76,500,000",71.9%
2021,44,Detective Conan: The Scarlet Bullet,"$95,371,578",-,-,"$95,371,578",100%
2021,45,Evangelion: 3.0+1.01 Thrice Upon a Time,"$93,882,453","$810,744",0.9%,"$93,071,709",99.1%
2021,46,End Game,"$91,824,961","$23,149",<0.1%,"$91,801,812",100%
2021,47,Old,"$90,258,645","$48,276,510",53.5%,"$41,870,000",46.4%
2021,48,Mortal Kombat,"$84,426,031","$42,326,031",50.1%,"$42,100,000",49.9%
2021,49,Candyman,"$78,685,703","$61,186,570",77.8%,"$16,225,000",20.6%
2021,50,Boonie Bears: The Wild Life,"$78,132,231",-,-,"$78,132,231",100%
2021,51,The Forever Purge,"$77,033,260","$44,539,245",57.8%,"$32,455,000",42.1%
2021,52,West Side Story,"$76,016,171","$38,530,322",50.7%,"$37,485,849",49.3%
2021,53,1921,"$75,159,828",-,-,"$75,159,828",100%
2021,54,Hitman's Wife's Bodyguard,"$70,060,492","$38,014,727",54.3%,"$32,045,765",45.7%
2021,55,Escape Room: Tournament of Champions,"$65,774,490","$25,314,753",38.5%,"$40,459,737",61.5%
2021,56,Belle,"$64,666,502","$4,018,313",6.2%,"$60,648,189",93.8%
2021,57,Ron's Gone Wrong,"$60,692,022","$23,009,270",37.9%,"$37,682,752",62.1%
2021,58,Cloudy Mountain,"$58,346,882",-,-,"$58,346,882",100%
2021,59,Avatar 2021 Re-release,"$57,995,770",-,-,"$57,995,770",100%
2021,60,Nobody,"$57,510,518","$27,568,035",47.9%,"$29,942,483",52.1%
2021,61,Don't Breathe 2,"$56,468,173","$32,712,950",57.9%,"$21,072,601",37.3%
2021,62,New Gods: Nezha Reborn,"$56,088,478",-,-,"$56,088,478",100%
2021,63,Upcoming,"$54,300,000",-,-,"$54,300,000",100%
2021,64,Man in Love,"$52,946,097",-,-,"$52,946,097",100%
2021,65,Break Through the Darkness,"$52,700,000",-,-,"$52,700,000",100%
2021,66,Schemes in Antiques,"$51,637,422","$36,501",<0.1%,"$51,600,921",99.9%
2021,67,Luca,"$49,750,471",-,-,"$49,750,471",100%
2021,68,Belfast,"$49,158,343","$9,250,870",18.8%,"$39,907,473",81.2%
2021,69,My Hero Academia: World Heroes' Mission,"$46,940,541","$12,271,658",26.1%,"$34,668,883",73.9%
2021,70,The French Dispatch,"$46,333,545","$16,124,375",34.8%,"$30,209,170",65.2%
2021,71,In the Heights,"$45,175,167","$29,975,167",66.4%,"$15,200,000",33.6%
2021,72,Love Will Tear Us Apart,"$45,060,290",-,-,"$45,060,290",100%
2021,73,Spirit Untamed,"$44,079,223","$17,716,215",40.2%,"$25,001,000",56.7%
2021,74,Resident Evil: Welcome to Raccoon City,"$41,914,915","$17,000,612",40.6%,"$24,914,303",59.4%
2021,75,Spiral,"$40,618,920","$23,216,862",57.2%,"$17,402,058",42.8%
2021,76,Snake Eyes,"$40,203,747","$28,264,325",70.3%,"$11,800,000",29.4%
2021,77,Tokyo Revengers,"$39,714,624",-,-,"$39,714,624",100%
2021,78,Nightmare Alley,"$39,629,195","$11,338,107",28.6%,"$28,291,088",71.4%
2021,79,Nomadland,"$39,458,207","$3,700,000",9.4%,"$35,758,207",90.6%
2021,80,King Richard,"$39,429,285","$15,129,285",38.4%,"$24,300,000",61.6%
2021,81,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$38,052,695",-,-,"$38,052,695",100%
2021,82,The Yinyang Master,"$37,690,000",-,-,"$37,690,000",100%
2021,83,Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978",-,-,"$36,964,978",100%
2021,84,The Door Lock,"$36,100,000",-,-,"$36,100,000",100%
2021,85,We Made a Beautiful Bouquet,"$34,975,905",-,-,"$34,975,905",100%
2021,86,Malignant,"$34,891,791","$13,391,791",38.4%,"$21,500,000",61.6%
2021,87,Licorice Pizza,"$34,082,258","$17,318,007",50.8%,"$15,956,033",46.8%
2021,88,Respect,"$33,649,969","$24,278,399",72.1%,"$8,604,424",25.6%
2021,89,Big Red Envelope,"$32,800,000",-,-,"$32,800,000",100%
2021,90,Masquerade Night,"$32,287,400",-,-,"$32,287,400",100%
2021,91,Once Upon a Time in Hong Kong,"$32,218,874",-,-,"$32,218,874",100%
2021,92,Home Sweet Home,"$32,178,677",-,-,"$32,178,677",100%
2021,93,The Unholy,"$31,884,019","$15,532,137",48.7%,"$15,300,000",48%
2021,94,The Little Things,"$30,842,746","$15,342,746",49.7%,"$15,500,000",50.3%
2021,95,The Last Duel,"$30,552,111","$10,853,945",35.5%,"$19,698,166",64.5%
2021,96,Escape from Mogadishu,"$29,902,716","$346,271",1.2%,"$29,556,445",98.8%
2021,97,Chaos Walking,"$28,979,005","$13,287,908",45.9%,"$13,220,224",45.6%
2021,98,Master,"$28,692,230",-,-,"$28,692,230",100%
2021,99,The Last Warrior: Root of Evil,"$28,357,398",-,-,"$28,357,398",100%
2021,100,The Last Warrior: A Messenger of Darkness,"$27,052,365",-,-,"$27,052,365",100%
2021,101,American Underdog,"$26,514,814","$26,514,814",100%,-,-
2021,102,The Courier,"$26,001,227","$6,613,432",25.4%,"$19,387,795",74.6%
2021,103,Spencer,"$25,246,967","$7,086,632",28.1%,"$18,160,335",71.9%
2021,104,Last Night in Soho,"$24,611,741","$10,127,625",41.1%,"$12,830,000",52.1%
2021,105,Parallel Mothers,"$23,099,858","$2,297,501",9.9%,"$20,802,357",90.1%
2021,106,The Marksman,"$23,076,711","$15,566,093",67.5%,"$7,510,618",32.5%
2021,107,99.9 Criminal Lawyer: The Movie,"$23,055,069",-,-,"$23,055,069",100%
2021,108,The Day We Lit Up the Sky,"$22,500,000",-,-,"$22,500,000",100%
2021,109,School of Magical Animals,"$21,984,454","$288,414",1.3%,"$21,696,040",98.7%
